rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week
176,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",23,159,33,"2827978",2024-05-16
177,"spotify:track:6uIIdjYTxxpWOyWuVXrKQO","Calle 24, Chino Pacas, Fuerza Regida","Que Onda","Street Mob Records - Rancho Humilde",40,160,37,"2823980",2024-05-16
178,"spotify:track:7aqfrAY2p9BUSiupwk3svU","Drake, J. Cole","First Person Shooter (feat. J. Cole)","OVO/Republic",2,110,32,"2820941",2024-05-16
179,"spotify:track:6EUcP55GlbmsmCzfL2vxtZ","Gunna","on one tonight","300 Entertainment",179,-1,1,"2816214",2024-05-16
180,"spotify:track:6pcywuOeGGWeOQzdUyti6k","21 Savage, Metro Boomin","Glock In My Lap","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,190,71,"2803413",2024-05-16
181,"spotify:track:0dEAiKNbHt4mrjjoiL0loc","Xavi","Corazón de Piedra","Interscope Records",48,146,8,"2789703",2024-05-16
182,"spotify:track:1aKvZDoLGkNMxoRYgkckZG","ILLIT","Magnetic","BELIFT LAB",47,141,7,"2776131",2024-05-16
183,"spotify:track:1Zai5UJ2di3qEuR2HeT2s8","Taylor Swift","I Look in People's Windows","Taylor Swift",32,132,4,"2772886",2024-05-16
184,"spotify:track:3dPQuX8Gs42Y7b454ybpMR","The White Stripes","Seven Nation Army","Legacy Recordings",184,-1,1,"2768911",2024-05-16
185,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",49,177,91,"2766024",2024-05-16
186,"spotify:track:4BP3uh0hFLFRb5cjsgLqDh","Creedence Clearwater Revival","Fortunate Son","Craft Recordings",88,200,24,"2763437",2024-05-16
187,"spotify:track:4o6BgsqLIBViaGVbx5rbRk","Daryl Hall & John Oates","You Make My Dreams (Come True)","RCA/BMG Heritage",166,-1,4,"2756768",2024-05-16
188,"spotify:track:3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red","Three Quarter",16,187,145,"2740883",2024-05-16
189,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",3,193,93,"2732179",2024-05-16
190,"spotify:track:103u49mLoJUge83B1CnLxI","HARDY","TRUCK BED","Big Loud Records / Big Loud Rock",125,-1,24,"2729676",2024-05-16
191,"spotify:track:2ZWlPOoWh0626oTaHrnl2a","Frank Ocean","Ivy","Boys Don't Cry",181,197,5,"2720211",2024-05-16
192,"spotify:track:0wXThIDxO3YRJCpPgnmbkw","Bailey Zimmerman","Where It Ends","Warner Music Nashville/Elektra",38,-1,6,"2717618",2024-05-16
193,"spotify:track:69AIpwGNLxr4qS1X5ynx60","Jordan Davis, Luke Bryan","Buy Dirt","MCA Nashville",67,-1,102,"2715494",2024-05-16
194,"spotify:track:6LAicOLiCrHw0bmaLBDbC8","Gunna","whatsapp (wassam)","300 Entertainment",194,-1,1,"2705982",2024-05-16
195,"spotify:track:2YVlDlk2zRceefo6XlC6DX","Morgan Wallen","Ain’t That Some","Big Loud Records / Mercury Records / Republic Records",6,-1,28,"2687483",2024-05-16
196,"spotify:track:50a8bKqlwDEqeiEknrzkTO","21 Savage","ball w/o you","Slaughter Gang, LLC/Epic Records",71,-1,28,"2678911",2024-05-16
197,"spotify:track:7aEtlGHoiPAfRB084NiDmx","Luke Combs","Beer Never Broke My Heart","River House Artists/Columbia Nashville",51,-1,40,"2678851",2024-05-16
198,"spotify:track:6foY66mWZN0pSRjZ408c00","Morgan Wallen","Whiskey Glasses","Big Loud Records",43,-1,243,"2675723",2024-05-16
199,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Cactus Jack / Epic",8,-1,290,"2675425",2024-05-16
200,"spotify:track:3iVcZ5G6tvkXZkZKlMpIUs","Kendrick Lamar","Alright","Aftermath",105,150,6,"2672537",2024-05-16
